,home_elo,away_elo,spread,h_drives,h_d_explosiveness,h_d_successrate,h_d_stuffrate,h_d_totalPPA,h_o_explosiveness,h_o_successrate,h_o_stuffrate,h_o_totalPPA,home_conference,away_conference,neutral_site,home_team_cover_spread
4068,1582,1373,-19.0,11.0,1.1505709884638498,0.4666666666666667,0.1724137931034483,13.292921998705108,1.2928966973823397,0.4067796610169492,0.1951219512195122,11.432800886965232,3,6,0,0
4069,1661,1525,-12.0,12.0,1.3158082039383128,0.3692307692307692,0.0555555555555555,12.403634216469335,1.445484659434144,0.3529411764705882,0.175,2.0489831448860523,2,1,0,0
4070,1908,1700,-15.0,12.0,1.4904079993426766,0.4246575342465753,0.0526315789473684,27.433036454026496,1.376758933343264,0.4823529411764706,0.0689655172413793,24.92421766304357,3,8,0,0
4071,1396,1390,2.5,15.0,1.3558948491989713,0.3225806451612903,0.2777777777777778,1.8071847335026652,1.3806352338254753,0.2539682539682539,0.1818181818181818,-12.994164094462423,1,9,0,0
4072,1524,1609,3.5,15.0,1.4047279356035325,0.3780487804878049,0.2558139534883721,18.226065987079703,1.6994950025575963,0.3333333333333333,0.1785714285714285,7.422257981383626,9,0,0,0
4073,1146,1730,28.5,15.0,1.6491237200639928,0.4927536231884058,0.0697674418604651,27.915014584412383,0.8126054880131439,0.4225352112676056,0.275,-3.36880889219135,1,9,0,1
4074,1308,1556,7.0,12.0,1.2473461211684955,0.5571428571428572,0.1276595744680851,32.82172297602503,1.4866243580174618,0.4605263157894737,0.027027027027027,29.67130263879841,6,7,0,0
4075,1556,1315,-20.0,13.461538461538462,1.331315003846485,0.3876268282744496,0.2090107830392428,9.84782274385178,1.2499800714622775,0.4352230355797512,0.18852591198111,13.564157449786777,0,4,0,1
4076,1433,1523,2.5,14.0,0.7151856576963082,0.4225352112676056,0.1538461538461538,0.1572944720468843,1.3395164531114143,0.288135593220339,0.25,2.510791774799424,0,3,0,0
4077,1764,1443,-16.5,13.0,1.5743143995832996,0.3064516129032258,0.3461538461538461,6.663115045229121,1.5238027892830643,0.4459459459459459,0.3125,16.469169758624425,5,6,0,0
4078,1122,1483,35.0,11.0,1.1474333421333067,0.5921052631578947,0.1351351351351351,36.69715939206127,1.3508551110926643,0.2758620689655172,0.1515151515151515,-2.8508830876350584,5,3,0,0
4079,1028,1174,6.5,10.0,1.3123829016608064,0.4677419354838709,0.1944444444444444,18.87209810261045,1.348298466249859,0.3975903614457831,0.0681818181818181,9.158082225914834,6,1,0,0
4080,1685,1559,-22.5,13.0,1.0517941504705133,0.3188405797101449,0.2,-3.882691993120874,0.9621553846942236,0.5822784810126582,0.0888888888888888,26.93732533122917,3,6,0,1
4081,1475,1570,-7.0,15.0,1.051535119538841,0.3404255319148936,0.1311475409836065,4.145939421325493,1.3810934845187424,0.5092592592592593,0.1929824561403508,39.34892554453541,4,10,0,1
4082,1275,1617,6.0,13.0,1.4263501806921983,0.2753623188405797,0.2758620689655172,-3.1466963346521086,0.8022156613341735,0.1363636363636363,0.25,-11.636678688396216,1,7,0,0
4083,1818,1521,-22.5,14.0,0.9574575970014836,0.3076923076923077,0.25,-15.997413091321224,1.8611012632270547,0.45,0.1578947368421052,21.76659321639197,9,4,0,1
4084,995,1503,39.0,9.0,1.34224706825244,0.5,0.2272727272727272,26.03538071565304,1.4977641355818367,0.3898305084745763,0.2333333333333333,5.71612501641238,5,0,0,1
4085,1446,1792,17.0,13.0,1.2373153018751923,0.3235294117647059,0.2592592592592592,0.7014276753342134,1.0024169801802756,0.3015873015873015,0.2162162162162162,-6.275113747747834,8,9,1,1
4086,1646,1454,-11.5,12.0,1.7415757275195345,0.3962264150943396,0.08,15.869576612989515,1.5943168805167829,0.4415584415584415,0.1111111111111111,20.60473566286176,2,8,0,0
4087,1484,1645,-13.5,14.0,1.1658181437584696,0.3414634146341463,0.09375,6.943208394052766,2.015020410266541,0.3666666666666666,0.05,28.332285920269623,3,6,0,1
4088,1006,1337,14.5,14.0,1.2365569997849706,0.3373493975903614,0.1818181818181818,8.527376203116408,1.966495104666174,0.2545454545454545,0.4444444444444444,-9.307775113720334,6,10,0,1
4089,1791,1860,-4.0,14.0,0.816154089073491,0.3166666666666666,0.2285714285714285,-10.307003545063928,1.162501875247456,0.4057971014492754,0.1666666666666666,9.626236511400132,2,3,0,0
4090,1394,1457,7.5,11.0,1.3322659190716963,0.4626865671641791,0.09375,20.962277497749398,0.9059565481827624,0.3454545454545454,0.0625,-7.079275696216462,4,1,0,0
4091,1309,1178,-19.5,16.0,1.3212699892043058,0.3181818181818182,0.2272727272727272,0.8021012165254492,1.1790307691644502,0.4935064935064935,0.15,16.548671293898895,7,5,0,0
4092,1470,1801,6.0,12.0,0.9427858722007216,0.4444444444444444,0.2105263157894736,5.916825634916225,1.0754485060098231,0.5,0.2553191489361702,23.41543162506293,9,2,0,1
4093,1370,1555,5.5,14.0,2.209385230631689,0.4264705882352941,0.1470588235294117,42.395112087456354,1.590480172804801,0.4081632653061224,0.0333333333333333,39.39039984093957,10,1,0,1
4094,1508,1565,1.5,15.0,1.2887034499406302,0.3037974683544304,0.0952380952380952,0.2690118288568996,1.225781433112514,0.3857142857142857,0.2,12.160082192606612,9,0,0,1
4095,1461,1563,3.0,8.0,1.157513774699216,0.4642857142857143,0.1714285714285714,11.61465687798988,1.354588892763525,0.4166666666666667,0.1052631578947368,12.887353855186907,10,5,0,0
4096,1521,1295,-22.5,17.0,1.068784809403153,0.4148936170212766,0.0769230769230769,10.521196454347916,1.6479448135661796,0.4354838709677419,0.1333333333333333,20.442604597225227,1,4,0,1
4097,1728,1421,-26.0,10.0,0.8499676978273712,0.1578947368421052,0.0625,-9.681152543514472,0.889280529878585,0.5945945945945946,0.0188679245283018,14.359015947038436,3,6,0,1
4098,1375,1271,-2.0,13.0,1.041195557829674,0.4507042253521127,0.1621621621621621,11.681037719790254,1.1310223735028138,0.3478260869565217,0.1388888888888889,6.036885626972056,4,10,0,0
4099,1585,1666,-7.5,12.0,1.0123991640614518,0.4520547945205479,0.2631578947368421,12.158813810930663,1.0806521536312876,0.4210526315789473,0.3414634146341463,2.3727607875282595,0,10,0,0
4100,1704,1334,-26.0,14.0,1.0741262349732674,0.3333333333333333,0.2272727272727272,0.8058411332814133,1.571792397423143,0.5285714285714286,0.1081081081081081,42.26047647574289,0,10,0,1
4101,1593,1515,-5.5,11.0,1.0644625315798415,0.5333333333333333,0.0869565217391304,21.936518436356568,1.2519164629121031,0.5,0.1041666666666666,25.016104521800997,9,9,0,1
4102,1672,1649,-6.5,11.0,1.248700994020959,0.3823529411764705,0.2222222222222222,8.985503355225184,1.3103905006761118,0.4225352112676056,0.1607142857142857,14.83711919233236,3,8,0,1
4103,1396,1225,-6.5,16.0,1.3111210684530283,0.3292682926829268,0.3055555555555556,11.085355791626805,1.0808962461441325,0.4835164835164835,0.0888888888888888,22.30091093801995,7,9,0,0
4104,1304,1582,-1.5,15.0,1.45297139226966,0.4117647058823529,0.173076923076923,19.2230330157007,1.66008181200038,0.1851851851851851,0.2666666666666666,-9.660678727242692,8,7,0,0
4105,1811,1639,7.0,11.0,1.25720712398941,0.42,0.1818181818181818,7.346183393020497,1.0560188626179314,0.4868421052631579,0.1956521739130435,14.954837190189265,5,8,0,1
